text,label

" Unable to complete BBDES task. Getting below error message.Task in EXCEPTN Work Queue, Telephone , Error Messagereturn_textORA- The MSS Exchange is not found on the account. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. TN . Record stuck in NSP queue due to an error. Error is Can' find customer' location. PSR ",Training

" UNABLE TO VALIDATE RECORD HWIN MSG ERROR AN ERROR OCCURRED DURING THE CUSTOM PRE VALIDATION PROCEDURE ORA THE TN REQUESTED IS ALREADY INSERVICE HAD DISCONNECTED THIS NUMBER TO REBUILD IT ON FIBER PHONE NEED TO BUILD RECORD FOR .MG FIBER PLEASE INCLUDE THESE NOTES ON EMAIL PSR ",Data

" Unable to complete BBCOMP QUEUE in NGMSS. Tn PSR ",Training

" Unable to complete BBCOMP QUEUE in NGMSS. Tn PSR ",Training

" Unable to complete DELGORD EXCEPTN QUEUE. Error Unable to retrieve Order from MSShWin Domain Unhandled process exception com.windstream.mss.exceptions.BusinessException javax.xml.ws.WebServiceException Could not send Message. Tn PSR ",Training

" STUCK IN ATMCARP QUEUE -- PSR ",Training

" except queue no way of cancelling psr PSR ",Training

" NO PROVISIONING PLAN TO DISCONNECT IN THE DROP DOWN BOX PSR ",

" Unable to complete DELEGORD EXCEPTN QUEUE. Error Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item Actiontec -GBOND Product group . Miscellaneous Error Unable to copy item to the order, the item exists on different customer.. Error Code Miscellaneous Error Unable to copy item to the order, the item exists on different customer.Error Code Unable to process item Actiontec -GBOND Product group . Miscellaneous Error Unable to copy item to the order, the item exists on different customer.. Tn PSR ",Delegation

" Unable to validate the PSR. Error The CPE was not found on this order. Tn PSR ",Training

" Unable to complete BBCOMP QUEUE in NGMSS. Tn PSR ",Training

" Unable to find BBCOMP QUEUE in NGMSS. Tn PSR ",Training

" Unable to find BBCOMP QUEUE in NGMSS. Tn PSR ",

" Unable to complete PCONDES MODASGN QUEUE. Error Physical circuit is not assign to the port. Tn PSR ",Training

" Unable to complete BBCOMP QUEUE in NGMSS. Tn PSR ",Training

" Unable to find BBCOMP QUEUE in NGMSS. Tn PSR ",Training

" Unable to complete BBCOMP QUEUE in NGMSS. Tn PSR ",Training

" Unable to complete DELEGORD EXCEPTN QUEUE. Error Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item Mb Mb Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. Error Code Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.Error Code Unable to process item Mb Mb Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. Tn PSR ",Data

" Unable to complete DELEGORD EXCEPTN QUEUE. Error Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item Actiontec -VBOND Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. Error Code Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.Error Code Unable to process item Actiontec -VBOND Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. Tn PSR ",Data

" Unable to complete BBCOMP queue in NGMSS. Tn PSR ",Miscellaneous

" Unable to complete DELEGORD EXCEPTN QUEUE. Error One or more required Addresses have not been delegated to NGMSS. Tn PSR ",Data

" Unable to complete DELEGOCT EXCEPTN QUEUE. Error Updating in SERV_ITEM tableORA- integrity constraint ASAP.FK_SERV_ITEM__CIRCUIT violated - parent key not found. Tn PSR ",Delegation

" IN SERVICE CHILDREN TN - THIS WILL BE RECORDS ONLY DISCONNECT AND HAVE TO REBUILD AS THE CORRECT NUMBER --. PSR ",Data

" Unable to complete DELEGORD EXCEPTN QUEUE. Error Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Missing Data servItemID is required for DISCONNECT orderitem.Error Code Unable to validate item Product group . Tn . PSR ",Delegation

" Unable to complete DELEGORD EXCEPTN QUEUE. Error Unable to update PSR Order in NGMSS. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Error thrown during Update order API execution Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Exception Thrown UpdateNGNPSROrderLogic. Message CaValueValidateManager CA value record being changed or deleted is not found. CA Virtual Broadband Service Category; CaUsageId ; CaValueId . PPATBB Error Code CaValueValidateManager CA value record being changed or deleted is not found. CA Virtual Broadband Service Category; CaUsageId ; CaValueId . PPATBB . Tn PSR ",Data

" Unable to complete BBCOMP QUEUE in NGMSS. Tn PSR ",Miscellaneous

" Unable to find BBCOMP QUEUE in NGMSS. Tn PSR ",Miscellaneous

" Unable to complete BBCOMP QUEUE IN NGMSS. Error Parent key not found. Tn PSR ",Training

" STUCK IN DSUSCARP -*- PSR ",Training

" NO SPECIFIC ERROR. CUSTOMER IS MB-MB VBOND. IT APPEARS CORRECTLY IN MSS - BUT AQUARIUM AND VISION WILL ONLY SHOW MB. PLACED PSR TO TRY TO GET IT TO SHOW THE SPEED AND TO CORRECT PINS. THE PINS ARE NOW CORRECT, BUT THE REST IS NOT. TN - CLEANUP-PINS SPEED WRONG PSR ",Data

" UNABLE TO COMPLETE MODASGN ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Missing Data servItemID is required for DISCONNECT orderitem.Error Code Unable to validate item Product group . PSR ",Delegation

" ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. Error Code The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. TN = CLEANUP CLEC DISCONNECT PSR ",Migration

" IS LOCKED IN THIS RECORD PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. CIRCUIT ID .HFGS...LNCL THIS CIRCUIT IS SHOWING PENDING IN THE CONNECTION HIERARCHY - PLEASE CHANGE THIS TO IN SERVICE. AM TRYING TO REMOVE THE CIRCUIT AND IT IS NOT ALLOWING ME TO ATTACH IT TO MY ORDER. PSR ",Data

" AN ERROR OCCURED DURING THE CUSTOM PRE VALIDATION PROCEDURE DB ERROR ORA NO DATA FOUND PSR ",Data

" ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. Error Code The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. PSR ",Data

" no option in the provisioning plan to disconnect service PSR ",Training

" Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue, Telephone , Error MessageThe circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DD on row is violating the constraint. PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. customer with dynamic or range product should be assigned on dynamic dslam PSR ",Training

" Unable to complete BBDES task. Getting below error message.Task in EXCEPTN Work Queue, Telephone , Error Message THE MSS EXCHANGE IS NOT FOUND ON THE ACCOUNT PSR ",Delegation

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ACCOUNT FOR TN DISCONNECTED, STILL SHOWING ON PINS & IN EQUIPMENT INVENTORY PSR ",Data

" Unable to complete BBDES task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error MessageTHE MSS EXCHANGE IS NOT FOUND ON THE ACCOUNT PSR ",Data

" Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue, Telephone , Error Messageunable to find NGMSS Provisioning order Number in HWIN PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. - Stuck in NSP queue, unable to push due to error ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to retrieve Order from MSShWin Domain Unhandled process exception com.windstream.mss.exceptions.MetaSolvException javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Exporting Order. Message Error Service Item does not have parent relationship defined in the serv_item_rel table. Please contact Customer Support.Error Code Error Service Item does not have parent relationship defined in the serv_item_rel table. Please contact Customer Support. PSR ",Delegation

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageUnable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. Error Code The customer has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer. PSR ",Data

" Unable to complete BBDES task. Getting below error message.Task in EXCEPTN Work Queue, Telephone , Error Message The MSS Wire Center is not found on the account. PSR ",Data

" Unable to complete BBDES task. Getting below error message.Task in EXCEPTN Work Queue, Telephone , Error Message v_return_cd - v_return_textORA- The MSS Exchange is not found on the account. PSR ",Data

" Unable to complete DELEGOCT task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error Message SAP.SERVICE_REQUEST_CIRCUIT record not found - ORA- no data found PSR ",Delegation

" Unable to complete BBDES task. Getting below error message.Task in EXCEPTN Work Queue, Telephone , Error Message THE MSS EXCHANGE IS NOT FOUND ON THE ACCOUNT PSR ",Data

" Unable to complete BBDES task. Getting below error message.Task in EXCEPTN Work Queue, Telephone , Error Message v_return_cd - v_return_textORA- The MSS Exchange is not found on the account. PSR ",Training

" Unable to complete BBDES task. Getting below error message.Task in EXCEPTN Work Queue, Telephone , Error Message v_return_cd - v_return_textORA- The MSS Exchange is not found on the account. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ora- SP_QUALIFY_DUALQUAL ORA- NOT ABLE TO FIND CUSTOMER ASSIGNED WIRECENTER IN NEXTGEN MSS. PSR ",Miscellaneous

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item MB Product group . The Service Item had already been disconnected on another order.. Error Code The Service Item had already been disconnected on another order.Error Code Unable to process item MB Product group . The Service Item had already been disconnected on another order.. PSR ",Delegation

" Unable to complete BBDES task. Getting below error message.Task in EXCEPTN Work Queue, Telephone , Error Message Cannot insert NULL into ASAP NX_CON_REL_CA_VAL ' CA_VALUE PSR ",Delegation

"Alternate contact phone number for yourself, if applicable Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. NGMSS DD cannot complete until DELEDES task in SYSTEM queue completes on TBSW PSR PSR TBSW PSR ",Delegation

"Alternate contact phone number for yourself, if applicable -- Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Having issues closing DD task on CNCR. It says ord must close first. That order is in DD with note that says it can not close either. ",Data

"Alternate contact phone number for yourself, if applicable Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. NGMSS DD wont close due to the DD on row is violating the constraint.The order number is . The Circuit ID is -- EBNE . TBSW PSR PSR NGMSS DD ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Need to close DD task on but it is being held up by delegation exception error on Nexgen PSR . Please clear error so DD can be completed on both PSRS PSR & ",Training

" PSR STUCK IN EXCEPTN QUEUE ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. PSR ",Delegation

" Unable to validate PSR, Telephone , Error MessageSame TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

" THE TN REQUESTED IS ALREADY IN SERVICE. THIS NUMBER DOES NOT SHOW ACTIVE IN HWIN NOR NEXTGEN. PSR ",Data

" Unable to complete BBCOMP QUEUE in NGMSS. Tn PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. getting error message TN CANNOT BE MOVED TO DSLAM LWBGPABFXRDAT DUE TO THE CUSTOMER' INCOMPATIBLE SPEED PROFILE OF on ewo ",Data

"Alternate contact phone number for yourself, if applicable -- Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ISR Groom Circuit Removal. Please remove the circuits listed from the ISRs per the attachment. PSR ",Training

" TN PSR Unable to cancel pending PSR; ORDER IS ALREADY OPEN BY; ASAPSU at PSR ",Training

" Unable to validate PSR, Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

" Unable to complete DELEGORD EXCEPTN QUEUE. Error Unable to retrieve Order from MSShWin Domain Unhandled process exception com.windstream.mss.exceptions.MetaSolvException javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Exporting Order. Message null. Tn PSR ",Training

" Unable to complete BBCOMP QUEUE in NGMSS. Tn PSR ",Training

" Unable to validate PSR, Telephone , Error MessageSame TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Training

" STUCK IN EXCEPTN; ERROR END USER LOCATION DELEGATION FAILED. TN --PINS & PSR ",Training

" Unable to validate PSR, Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",

" Unable to complete BBCOMP QUEUE in NGMSS. Tn PSR ",Training

" Unable to complete BBCOMP QUEUE. Tn PSR ",Training

" Unable to validate PSR, Telephone , Error MessageSame TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

" Unable to complete DELEGORD EXCEPTN QUEUE. Error Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Miscellaneous Error Error in executeCopyServItemProc SF_COPY_SR ORA- integrity constraint ASAP.FK_SR_LO__NE_LO_AD violated - parent key not found.Error Code Unable to validate item Product group . Tn PSR ",Data

" Unable to validate PSR, Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Can' close DD task on disconnect order. See attached error and notes NC.KRGS.. .CAP PSR ASR = PON OSCAC ",Training

" Unable to validate PSR, Telephone , Error Message Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Training

" Unable to validate PSR, Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Training

" Unable to complete DELEGORD EXCEPTN QUEUE. Error Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Miscellaneous Error SP_PSRAPI_UPDATE_VALUES Invalid value. Entered value does not have character length of through .Error Code Unable to validate item Product group . Tn PSR ",Delegation

" NO SPECIFIC ERROR. COMPLETED RECORD NOT SHOWING ALL CORRECT INFORMATION IN AQUARIUM OR IN VISION. THANKS TN - FROM CALL ",Migration

" Unable to complete DELEGORD EXCEPTN QUEUE. Error Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to validate item Product group . Error Code Miscellaneous Error SP_PSRAPI_UPDATE_VALUES Invalid value. Entered value does not have character length of through .Error Code Unable to validate item Product group . Tn PSR ",Data

" Unable to validate the PSR. Error Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. Tn PSR ",Training

" Unable to complete BBCOMP QUEUE in NGMSS. Error No data found. Tn PSR ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageUnable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. PSR ",Data

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error Message Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. PSR ",Data

" Unable to validate the PSR. Error Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. Tn PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. PRS IS SHOWING DUE DATE COMPLETE & NEEDS TO SHOW COMPLETE SO CAN START NEW PSR. IT THINKS IS OPEN. TN -PINS & THROUGH AQ PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. Please remove the circuits from the ISR-WASH HCGS US HCGS US PSR -WASH ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. PLEASE REMOVE DUPILCATE TRK ECCKTS FROM CIDPREP. SNAPHOT IS BELOW PON -DTRK TRKS DF-TFKE CLEVOHBBGT ELYROHXAT ",Data

" Unable to validate PSR, Telephone , Error MessageSame TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. v_return_cd - v_return_textORA- The MSS Exchange is not found on the account. STUCK IN EXCEPTN QUEUE -- PSR ",Data

" PSR IS READY IN DLSAM QUEUE IN HWIN BUT CANNOT FIND IN NEXTGEN TO COMPLETE PSR ",Training

" UNABLE TO COMPLETE ADDASGN ORA- ERROR WHILE WORKING VCONDES. Error ORA- Pin to which the customer is assigned is not compatible for the selected Speed Product. Please assign compatible Pin PSR ",Training

" BNG Router is not compatible to provision high speed internet product mb range mb-mb. Please provision compatible Product PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. CANCELED PSR WILL NOT COMPLETE MODASGN ORA ERROR WHILE WORKING VCONDEES ERROR ORA PIN TO WHICH THE CUSTOMER IS ASSIGNED IS NOT COMPATIBLE FOR THE SELECETD SPEE PRODUCCT PLEASE ASSIGN COMPATIBLE PIN PHONE NEED TO CHG TO MG SINGLE PIN PER QUAL ON PIN PLEASE INCLUDE THESE NOTES WITH EMAIL PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. TN cannot be moved to DSLAM HGSPFLBLHMDCL due to the customer' incompatible speed profile of . EWO ",Data

"Alternate contact phone number for yourself, if applicable -- Janet Cook Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. PSR - Customer Name EDWIN WATTS GOLF SHOP MA WTI COMMUNICATIONS INC NG Unable to close the DD task in NGMSS because it is in parent queue ASAP. am also unable to transfer because do not have access to that queue. Please transfer DD task in NGMSS to queue TTU_J. appreciate the help. Thank you, Janet Cook -- PSR ",Training

" ReturnCd - - ReturnText exchange_carrier_circuit_id, of --- already exists. Please change ecckt PSR ",Training

" Unable to complete DD task.Telephone,Error Message DLRD task in REMASGN queue was not processed properly. Please re-open DLRD task and complete again. PSR ",Training

" Unable to complete BBDES task.Telephone,Error Message v_return_cd - v_return_textORA- The MSS Wire Center is not found on the account. PSR ",Training

" Unable to complete DELEGORD task.Telephone,Error MessageReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. PSR ",Data

" Unable to complete DELEGORD task.Telephone,Error MessageReturnCd - ReturnText Unable to update PSR Order in NGMSS. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Error thrown during Update order API execution Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Exception Thrown UpdateNGNPSROrderLogic. Message CaValueValidateManager CA value record being changed or deleted is not found. CA ENCAP; CaUsageId ; CaValueId . PPATBB Error Code CaValueValidateManager CA value record being changed or deleted is not found. CA ENCAP; CaUsageId ; CaValueId . PPATBB PSR ",Data

" Unable to complete BBDES task.Telephone,Error MessageSingle-row subquery returns more than one row PSR ",Data

" stuck in EXCEPTION DELEGORD QUEUE PHONE NEED TO COMPLETE DISCONNECT PSR ",Delegation

" NEED TO CREATE REMASGN TASK. WAS IN FIRST DELEGATION QUEUE EXCEPTION. REACTIVATED THAT TASK AS IT COMPLETED. CUSTOMER IS CURRENTLY IN DSLAMRES BUT BTAC CANNOT FIND IT. NEED TO COMPLETE TO CREATE REMASGN. PSR ",Training

" THE MSS AWGFIS NOT FOUND ON THE ACCOUNT PSR ",Data

" Unable to complete BBDES task.Telephone,Error Message v_return_cd - v_return_textORA- The MSS Exchange is not found on the account. PSR ",

"Alternate contact phone number for yourself, if applicable Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. ORA- ERROR WHILE WORKING NEXTGENMSS DD TASK. COULD NOT COMPLETE DD TASK ERROR ORA- EQUIPMENT IS NOT ASSOCIATED WITH THE NETWORK COMPONENT PHONE -- PSR ",Training

" TN= UNABLE TO VALIDATE PSR ERROR=AN ERROR OCCURRED DURING THE CUSTOM PREVALIDATION PROCEDURE ORA PLEASE COPY EXISTING PHYSICAL SERVICES RELATED PRODUCT ALSO SHOWS IN SERVICE IN HWIN AND DISC IN NEXTGEN PSR ",Data

" UNABLE TO COMPLETE REMASGN ReturnCd - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Invalid order information, please verify. Error Code Miscellaneous Error There are In Service children that are not on the order. The item cannot be disconnected..Error Code Invalid order information, please verify. PSR ",Delegation

" PSR ",Training

" Unable to complete BBDES task.Telephone,Error Message v_return_cd - v_return_textORA- The MSS Exchange is not found on the account. PSR ",Training

" Unable to complete DD task.Telephone,Error MessageThe circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DD on row is violating the constraint. PSR ",Data

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. CUST ALREADY DISCONNECTED CANNOT REMOVE PIN NO ACCT PSR ",Training

" Unable to validate PSR, Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS. Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. PSR ",Training

" Unable to complete DELEGORD EXCEPTN QUEUE. Error Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution. Message Exception Thrown Importing Order. Message Unable to process item Mb Mb Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. Error Code Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.Error Code Unable to process item Mb Mb Product group . Miscellaneous Error Unable to copy item to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.. Tn PSR ",Delegation

" Unable to complete DD task.Telephone,Error MessageThe circuits for this service request are not complete. Please complete or reverse if the order has been cancelled the required engineering before completing this task. The DD on row is violating the constraint. PSR ",Training

"Which MSS instance are you reporting this issue for MSS NextGen What type of issue are you reporting Another issue Description of problem attach screenshots of any errors, etc. When attempting to save after deleting MNCHKYCLAYDAT from Network Systems, error message is generated. ",Data

" Unable to complete DELEGORD task . Getting below error message. Task in EXCEPTION Work Queue, Telephone , Error MessageError messasge No error message in DELEGORD queue PSR ",Training

" Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd - ReturnText Delegated PSR Order has not passed NGMSS order validation. Correct the order validation error in NGMSS side and manually assign the provision plan. Exception thrown during Order API execution. Message Exception Thrown Execute Finish Order . Message nullError Code Error This service item has required labels with no values. Please add values.Error Code Error This service item has required labels with no values. Please add values. PSR ",Training

" STUCK IN EXCEPTN; ERROR UNABLE TO CREATE DELEGATED PRS ORDER IN NGMSS. TN -PIN , SPEED MB PSR ",Training

